City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
307,Izhma,RU,2020-05-08 18:59:09,65.01,53.91,38.43,90,100,2.84
308,Lata,PT,2020-05-08 18:59:09,40.16,-8.33,64.0,76,66,1.99
309,Asau,RO,2020-05-08 18:59:09,46.43,26.4,48.99,70,65,0.81
310,Uige,AO,2020-05-08 18:59:10,-7.61,15.06,71.37,72,0,4.0
311,Lorengau,PG,2020-05-08 18:59:10,-2.02,147.27,81.5,79,99,3.13
312,Payo,ID,2020-05-08 18:59:10,-3.75,103.64,74.35,95,100,1.81
313,Bamnet Narong,TH,2020-05-08 18:59:10,15.5,101.69,84.52,65,81,7.31
314,Sao Joao Da Barra,BR,2020-05-08 18:59:10,-21.64,-41.05,77.0,53,20,11.41
315,Luena,AO,2020-05-08 18:59:10,-11.78,19.92,66.04,68,41,4.68
316,Nelson Bay,AU,2020-05-08 18:59:10,-32.72,152.15,62.01,93,0,1.12
317,Camopi,GF,2020-05-08 18:59:10,3.17,-52.32,79.29,94,100,5.7
318,Suihua,CN,2020-05-08 18:59:10,46.64,127.0,53.92,69,100,8.03
319,Dillon,US,2020-05-08 18:59:10,34.42,-79.37,72.0,37,40,13.87
320,San Juan,AR,2020-05-08 18:58:23,-31.54,-68.54,74.77,24,98,5.14
321,Thinadhoo,MV,2020-05-08 18:59:10,0.53,72.93,85.24,77,11,16.89
322,Hohhot,CN,2020-05-08 18:59:10,40.81,111.65,51.8,81,20,2.24
323,Ratnagiri,IN,2020-05-08 18:59:11,16.98,73.3,80.53,83,0,6.49
324,Nouadhibou,MR,2020-05-08 18:59:11,20.93,-17.03,71.6,68,0,23.04
325,Iquique,CL,2020-05-08 18:59:11,-20.22,-70.14,69.8,68,21,17.22
326,Moron,AR,2020-05-08 18:59:11,-34.65,-58.62,66.99,45,41,11.41
327,Nishihara,JP,2020-05-08 18:59:11,26.18,127.76,73.4,94,90,10.29
328,Gesves,BE,2020-05-08 18:59:11,50.4,5.07,66.0,48,99,5.82
329,Arraial Do Cabo,BR,2020-05-08 18:59:11,-22.97,-42.03,73.4,69,75,9.17
330,Constitucion,CL,2020-05-08 18:59:11,-35.33,-72.42,64.29,63,100,6.38
331,Balingasay,PH,2020-05-08 18:59:11,16.36,119.86,84.47,77,81,6.69
332,Hobyo,SO,2020-05-08 18:59:11,5.35,48.53,85.17,72,0,11.1
333,Port-Cartier,CA,2020-05-08 18:59:11,50.03,-66.87,53.6,30,75,6.93
334,Codrington,AU,2020-05-08 18:59:12,-38.27,141.97,51.28,86,100,10.98
335,Port Lincoln,AU,2020-05-08 18:59:12,-34.73,135.87,53.26,64,0,23.31
336,Northam,GB,2020-05-08 18:59:12,51.03,-4.22,64.99,67,0,5.39
337,Yumen,CN,2020-05-08 18:59:12,40.28,97.2,51.94,31,0,6.98
338,Christchurch,NZ,2020-05-08 18:59:12,-43.53,172.63,54.0,100,70,3.36
339,Diban,SY,2020-05-08 18:59:12,35.04,40.52,79.95,25,1,15.52
340,Sakakah,SA,2020-05-08 18:59:12,29.97,40.21,89.6,17,84,20.8
341,Kota Tinggi,MY,2020-05-08 18:59:12,1.74,103.9,82.0,88,20,1.12
342,Vanimo,PG,2020-05-08 18:59:12,-2.67,141.3,78.76,83,100,2.8
343,Creston,US,2020-05-08 18:59:12,41.06,-94.36,51.8,37,1,21.92
344,Barrow,US,2020-05-08 18:59:08,71.29,-156.79,17.6,92,90,13.87
345,Aswan,EG,2020-05-08 18:59:13,24.09,32.91,84.72,12,94,13.04
346,Sayaxche,GT,2020-05-08 18:59:13,16.52,-90.17,91.53,49,80,4.16
347,Theunissen,ZA,2020-05-08 18:59:13,-28.41,26.7,53.49,39,31,3.71
348,Kendari,ID,2020-05-08 18:55:17,-3.94,122.5,76.44,93,100,2.28
349,Puerto Escondido,MX,2020-05-08 18:59:13,15.85,-97.07,86.0,70,5,6.93
350,Youghal,IE,2020-05-08 18:59:13,51.95,-7.85,57.0,87,20,6.93
351,Leningradskiy,RU,2020-05-08 18:59:13,69.38,178.42,28.42,91,25,5.44
352,Solnechnyy,RU,2020-05-08 18:59:13,50.72,136.63,36.79,81,0,3.96
353,Namie,JP,2020-05-08 18:59:13,37.48,141.0,54.0,71,100,6.8
354,Lima,PE,2020-05-08 18:59:13,-12.04,-77.03,73.4,69,86,12.75
355,Bengkulu,ID,2020-05-08 18:59:13,-3.8,102.27,77.52,83,100,4.43
356,Sosnovka,RU,2020-05-08 18:59:14,56.26,51.28,59.59,62,0,6.58
357,Pangnirtung,CA,2020-05-08 18:59:14,66.15,-65.71,23.0,85,90,5.82
358,Ojinaga,MX,2020-05-08 18:59:14,29.57,-104.42,80.6,15,1,14.99
359,Byron Bay,AU,2020-05-08 18:57:04,-28.65,153.62,61.0,93,75,4.7
360,Igarka,RU,2020-05-08 18:59:14,67.47,86.58,37.99,99,100,7.99
361,Shitkino,RU,2020-05-08 18:59:14,56.37,98.35,38.01,91,21,4.12
362,Dingle,PH,2020-05-08 18:55:15,11.0,122.67,78.82,81,87,5.77
363,Ndago,TZ,2020-05-08 18:59:14,-4.6,34.35,63.57,86,4,6.73
364,Russell,US,2020-05-08 18:59:14,32.35,-85.2,71.6,40,75,3.36
365,Ontario,US,2020-05-08 18:59:14,34.06,-117.65,89.01,23,20,3.36
366,Nome,US,2020-05-08 18:59:14,64.5,-165.41,50.0,43,1,16.11
367,Bosaso,SO,2020-05-08 18:59:14,11.28,49.18,87.21,67,10,1.97
368,Bonthe,SL,2020-05-08 18:59:15,7.53,-12.51,82.69,83,49,9.01
369,Glyadyanskoye,RU,2020-05-08 18:59:15,54.91,65.09,61.48,44,0,9.28
370,Sitka,US,2020-05-08 18:59:15,57.05,-135.33,55.4,47,75,6.93
371,Temir,KZ,2020-05-08 18:59:15,49.14,57.13,62.44,48,0,12.21
372,Anchorage,US,2020-05-08 18:58:53,61.22,-149.9,46.99,56,90,4.7
373,Baykit,RU,2020-05-08 18:59:15,61.67,96.37,37.06,80,99,3.4
374,Panguipulli,CL,2020-05-08 18:59:15,-39.63,-72.33,63.0,93,90,9.17
375,Anadyr,RU,2020-05-08 18:59:15,64.75,177.48,37.4,74,100,40.26
376,Peto,MX,2020-05-08 18:59:15,20.13,-88.92,96.84,36,51,5.99
377,Yatou,CN,2020-05-08 18:59:15,37.15,122.38,56.17,98,100,8.05
378,Buctzotz,MX,2020-05-08 18:59:15,21.2,-88.78,97.57,30,94,7.16
379,Sao Filipe,CV,2020-05-08 18:59:16,14.9,-24.5,75.88,69,1,11.12
380,Georgetown,MY,2020-05-08 18:59:16,5.41,100.34,80.6,94,40,4.7
381,Namatanai,PG,2020-05-08 18:59:16,-3.67,152.43,79.61,77,0,3.96
382,Dhoraji,IN,2020-05-08 18:59:16,21.73,70.45,77.95,90,0,6.26
383,Tuatapere,NZ,2020-05-08 18:59:16,-46.13,167.68,48.45,85,37,6.71
384,San Patricio,MX,2020-05-08 18:59:16,19.22,-104.7,80.6,74,20,11.41
385,Kongolo,CD,2020-05-08 18:59:16,-5.38,27.0,73.69,88,15,4.34
386,Kawalu,ID,2020-05-08 18:59:16,-7.38,108.21,73.54,91,96,2.17
387,Ixtapa,MX,2020-05-08 18:57:27,20.7,-105.2,84.2,66,20,12.75
388,Srivardhan,IN,2020-05-08 18:59:16,18.03,73.02,79.9,82,0,1.92
389,Loandjili,CG,2020-05-08 18:59:16,-4.76,11.86,80.24,89,94,5.66
390,Gobabis,NA,2020-05-08 18:59:17,-22.45,18.97,64.4,45,0,2.24
391,Dwarka,IN,2020-05-08 18:59:17,22.24,68.97,82.17,86,0,15.95
392,Barcelona,ES,2020-05-08 18:58:56,41.39,2.16,69.8,77,20,10.29
393,Kimbe,PG,2020-05-08 18:59:17,-5.55,150.14,76.39,89,73,3.29
394,Oranjemund,NA,2020-05-08 18:59:17,-28.55,16.43,61.02,74,0,6.38
395,Husavik,IS,2020-05-08 18:59:17,66.04,-17.34,37.4,51,40,12.75
396,Aras,ES,2020-05-08 18:59:17,42.56,-2.36,73.4,46,17,2.24
397,North Myrtle Beach,US,2020-05-08 18:59:17,33.82,-78.68,73.0,43,75,16.11
398,Hami,CN,2020-05-08 18:59:17,42.8,93.45,59.02,27,0,4.05
399,Svetlyy,RU,2020-05-08 18:59:17,54.67,20.13,48.2,76,0,6.71
400,Yuncheng,CN,2020-05-08 18:59:17,35.02,110.99,62.37,75,100,14.23
401,Galbshtadt,RU,2020-05-08 18:59:18,53.23,78.98,55.85,56,0,9.95
402,Iranshahr,IR,2020-05-08 18:59:18,27.2,60.68,87.8,14,0,2.39
403,Dakar,SN,2020-05-08 18:59:00,14.69,-17.44,75.2,73,9,18.34
404,Dongli,CN,2020-05-08 18:59:18,23.57,116.82,82.4,83,75,4.47
405,Kuching,MY,2020-05-08 18:59:18,1.55,110.33,78.8,94,20,2.24
406,Mahendragarh,IN,2020-05-08 18:59:18,28.28,76.15,91.0,20,0,5.91
407,Barra Do Garcas,BR,2020-05-08 18:59:18,-15.89,-52.26,84.2,48,20,2.24
408,Beringovskiy,RU,2020-05-08 18:59:18,63.05,179.32,31.53,99,100,8.41
409,North Platte,US,2020-05-08 18:59:18,41.12,-100.77,57.0,35,1,3.36
410,Tigil,RU,2020-05-08 18:59:18,57.8,158.67,31.93,93,0,6.04
411,Coahuayana,MX,2020-05-08 18:59:18,18.73,-103.68,87.8,38,20,8.05
412,Nicoya,CR,2020-05-08 18:59:18,10.15,-85.45,95.0,47,75,25.28
413,Avera,US,2020-05-08 18:59:19,33.19,-82.53,68.0,45,1,10.29
414,Rocha,UY,2020-05-08 18:59:19,-34.48,-54.33,62.13,61,0,7.56
415,Praia,CV,2020-05-08 18:59:19,14.92,-23.51,77.0,61,40,21.92
416,Denpasar,ID,2020-05-08 18:59:19,-8.65,115.22,78.8,100,40,5.82
417,Kulhudhuffushi,MV,2020-05-08 18:59:19,6.62,73.07,84.81,73,97,4.61
418,Reforma,MX,2020-05-08 18:59:19,18.1,-91.02,96.22,39,19,8.95
419,Skjervoy,NO,2020-05-08 18:59:19,70.03,20.97,35.6,64,75,8.05
420,Kilindoni,TZ,2020-05-08 18:59:19,-7.91,39.67,82.49,72,82,17.87
421,Miramar,US,2020-05-08 18:59:19,25.99,-80.23,84.99,42,40,9.17
422,Karasjok,NO,2020-05-08 18:59:19,69.47,25.51,35.6,59,100,8.05
423,Miyako,JP,2020-05-08 18:59:20,39.64,141.95,53.2,60,100,5.21
424,Dalby,AU,2020-05-08 18:59:20,-27.18,151.27,55.0,88,76,5.7
425,Neiafu,TO,2020-05-08 18:59:20,-18.65,-173.98,78.8,83,75,8.05
426,Skibbereen,IE,2020-05-08 18:59:20,51.55,-9.27,55.4,87,20,6.93
427,Nemuro,JP,2020-05-08 18:59:20,43.32,145.57,49.46,55,100,17.34
428,Berdigestyakh,RU,2020-05-08 18:59:20,62.1,126.7,23.99,96,100,8.61
429,Adrar,MR,2020-05-08 18:59:21,20.5,-10.07,97.21,13,0,5.5
430,Chalus,IR,2020-05-08 18:58:10,36.66,51.42,66.2,82,0,2.24
431,Zanjan,IR,2020-05-08 18:59:21,36.67,48.48,57.22,46,0,3.58
432,Krasnoyarka,RU,2020-05-08 18:59:21,55.33,73.12,57.2,47,0,4.65
433,Tevriz,RU,2020-05-08 18:59:21,57.51,72.4,58.64,54,94,3.91
434,Palm Coast,US,2020-05-08 18:59:21,29.59,-81.21,81.0,31,1,13.87
435,Klyuchi,RU,2020-05-08 18:59:21,52.27,79.17,56.26,47,0,10.92
436,Shenkursk,RU,2020-05-08 18:59:21,62.11,42.9,41.76,92,37,4.03
437,Sola,VU,2020-05-08 18:59:21,-13.88,167.55,73.4,94,20,10.67
438,Buraydah,SA,2020-05-08 18:54:58,26.33,43.98,89.6,29,40,13.87
439,Carnarvon,AU,2020-05-08 18:59:21,-24.87,113.63,67.55,44,97,20.42
440,Balikpapan,ID,2020-05-08 18:59:22,-1.27,116.83,77.34,91,62,3.24
441,Mariental,NA,2020-05-08 18:59:22,-24.63,17.97,72.88,21,0,9.84
442,Chimala,TZ,2020-05-08 18:59:22,-8.85,34.02,66.49,71,84,3.6
443,Moscow,RU,2020-05-08 18:57:46,55.75,37.62,53.01,93,75,4.47
444,Pacific Grove,US,2020-05-08 18:58:25,36.62,-121.92,68.0,60,1,6.93
445,Rurrenabaque,BO,2020-05-08 18:59:22,-14.44,-67.53,78.8,54,75,10.29
446,Pangkalanbuun,ID,2020-05-08 18:59:22,-2.68,111.62,76.5,95,100,0.98
447,Pandan,PH,2020-05-08 18:59:22,14.05,124.17,79.43,80,100,5.21
448,Richards Bay,ZA,2020-05-08 18:59:22,-28.78,32.04,67.69,84,19,6.96
449,Kailua,US,2020-05-08 18:58:18,21.4,-157.74,78.8,54,20,13.87
450,King City,US,2020-05-08 18:59:22,36.21,-121.13,87.01,13,58,5.01
451,Maldonado,UY,2020-05-08 18:59:22,-34.67,-54.92,66.2,52,0,13.87
452,Takoradi,GH,2020-05-08 18:59:23,4.88,-1.76,82.38,82,100,9.53
453,Shache,CN,2020-05-08 18:59:23,38.42,77.24,62.74,48,32,2.59
454,Hauterive,FR,2020-05-08 18:59:23,46.09,3.45,73.4,49,71,12.75
455,Uruzgan,AF,2020-05-08 18:59:23,32.83,66.0,67.19,27,0,3.38
456,Marapanim,BR,2020-05-08 18:59:23,-0.72,-47.7,81.66,89,100,3.83
457,Ostersund,SE,2020-05-08 18:59:23,63.18,14.64,39.2,60,8,11.41
458,Tazmalt,DZ,2020-05-08 18:59:23,36.39,4.4,71.6,78,34,3.36
459,Ostrovnoy,RU,2020-05-08 18:59:23,68.05,39.51,33.62,92,98,8.08
460,Guelph,CA,2020-05-08 18:57:12,43.55,-80.25,42.01,40,90,16.11
461,Jalu,LY,2020-05-08 18:59:23,29.03,21.55,75.43,19,0,13.31
462,Kemin,KG,2020-05-08 18:59:24,42.78,75.69,58.51,58,100,11.68
463,Merauke,ID,2020-05-08 18:54:27,-8.47,140.33,77.81,83,100,11.59
464,Fougamou,GA,2020-05-08 18:59:24,-1.22,10.58,77.43,91,100,2.62
465,Na Wa,TH,2020-05-08 18:59:24,17.49,104.1,85.41,62,70,4.0
466,Zavallya,UA,2020-05-08 18:59:24,48.21,30.02,47.79,71,74,5.79
467,Walvis Bay,NA,2020-05-08 18:59:24,-22.96,14.51,74.52,35,0,10.54
468,Arman,RU,2020-05-08 18:59:24,59.7,150.17,34.18,87,33,2.89
469,Omboue,GA,2020-05-08 18:59:24,-1.57,9.26,80.13,86,100,4.9
470,San Policarpo,PH,2020-05-08 18:59:24,12.18,125.51,80.74,78,100,5.23
471,Uddevalla,SE,2020-05-08 18:59:25,58.35,11.94,52.0,73,1,1.01
472,Sfantu Gheorghe,RO,2020-05-08 18:59:25,45.87,25.78,51.01,63,96,2.66
473,Krapkowice,PL,2020-05-08 18:59:25,50.48,17.97,59.0,51,65,1.01
474,Hualmay,PE,2020-05-08 18:59:25,-11.1,-77.61,73.67,68,5,11.45
475,Portland,US,2020-05-08 18:59:05,45.52,-122.68,75.99,25,1,25.28
476,Berlevag,NO,2020-05-08 18:59:25,70.86,29.09,35.6,59,40,14.99
477,Razole,IN,2020-05-08 18:59:25,16.48,81.83,83.26,82,59,6.11
478,Buala,SB,2020-05-08 18:59:25,-8.14,159.59,80.87,81,0,5.35
479,Moreira Sales,BR,2020-05-08 18:59:25,-24.06,-53.01,70.45,33,0,5.28
480,Conde,BR,2020-05-08 18:55:29,-7.26,-34.91,86.0,66,75,13.87
481,Sisimiut,GL,2020-05-08 18:59:25,66.94,-53.67,40.41,63,100,4.61
482,Dunedin,NZ,2020-05-08 18:59:26,-45.87,170.5,51.01,87,0,1.99
483,Waipawa,NZ,2020-05-08 18:59:26,-41.41,175.52,52.0,93,25,4.7
484,Mocajuba,BR,2020-05-08 18:59:26,-2.58,-49.51,87.89,65,96,2.68
485,Porto Murtinho,BR,2020-05-08 18:59:26,-21.7,-57.88,81.63,17,0,2.28
486,Lasa,IT,2020-05-08 18:59:26,46.62,10.7,73.4,38,100,9.17
487,Galesong,ID,2020-05-08 18:59:26,-5.32,119.37,75.2,100,3,1.12
488,Rapid Valley,US,2020-05-08 18:59:26,44.06,-103.15,57.99,37,1,3.36
489,Tengzhou,CN,2020-05-08 18:59:26,35.08,117.15,52.52,90,25,12.03
490,Ust-Nera,RU,2020-05-08 18:59:26,64.57,143.2,26.49,93,100,2.59
491,Batemans Bay,AU,2020-05-08 18:59:26,-35.72,150.18,57.99,83,79,5.7
492,Jackson,US,2020-05-08 18:55:31,42.42,-122.83,75.0,32,1,3.36
493,Sorland,NO,2020-05-08 18:59:27,67.67,12.69,35.6,64,40,10.29
494,College,US,2020-05-08 18:59:27,64.86,-147.8,59.0,33,90,11.41
495,Faya,SA,2020-05-08 18:59:27,18.39,42.45,69.8,88,13,5.82
496,Kiruna,SE,2020-05-08 18:55:16,67.86,20.23,33.8,59,100,6.93
497,Progreso,MX,2020-05-08 18:59:27,21.28,-89.67,97.0,38,40,12.75
498,Bodden Town,KY,2020-05-08 18:59:27,19.28,-81.25,87.8,79,40,12.75
499,Neuquen,AR,2020-05-08 18:59:22,-38.95,-68.06,68.0,37,100,2.24
500,San Quintin,MX,2020-05-08 18:59:27,30.48,-115.95,74.64,47,0,10.0
501,Boromo,BF,2020-05-08 18:59:27,11.75,-2.93,99.68,20,92,4.83
502,Jiangyou,CN,2020-05-08 18:59:27,31.77,104.72,65.73,65,100,7.96
503,Soverato,IT,2020-05-08 18:59:28,38.69,16.55,60.8,82,45,4.7
504,Hambantota,LK,2020-05-08 18:59:28,6.12,81.12,78.8,100,75,2.24
505,Saldanha,ZA,2020-05-08 18:59:28,-33.01,17.94,62.6,67,0,5.82
506,Tromso,NO,2020-05-08 18:55:17,69.65,18.96,32.0,93,75,8.05
507,Vestmanna,FO,2020-05-08 18:59:28,62.16,-7.17,41.0,56,8,14.99
508,Mehamn,NO,2020-05-08 18:59:28,71.04,27.85,35.6,59,40,14.99
509,Uruacu,BR,2020-05-08 18:59:28,-14.52,-49.14,81.48,68,8,5.17
510,Port Augusta,AU,2020-05-08 18:59:28,-32.5,137.77,57.2,76,98,14.99
511,Male,MV,2020-05-08 18:59:28,4.17,73.51,86.0,79,75,9.17
512,Benguela,AO,2020-05-08 18:59:28,-12.58,13.41,78.58,78,0,0.76
513,Huangmei,CN,2020-05-08 18:59:28,30.19,116.03,68.79,86,98,1.43
514,Chiredzi,ZW,2020-05-08 18:59:29,-21.05,31.67,64.33,60,0,4.85
515,Karpathos,GR,2020-05-08 18:59:29,35.51,27.21,64.4,77,20,26.4
516,Comodoro Rivadavia,AR,2020-05-08 18:59:29,-45.87,-67.5,60.8,87,100,3.36
517,Bowen,AU,2020-05-08 18:59:29,-20.02,148.23,68.0,93,4,4.7
518,Kolokani,ML,2020-05-08 18:59:29,13.57,-8.03,99.03,16,96,3.69
519,La Plata,AR,2020-05-08 18:59:29,-34.92,-57.95,66.0,52,100,5.01
520,Blythe,US,2020-05-08 18:58:27,33.61,-114.6,95.0,10,1,9.17
521,Bintulu,MY,2020-05-08 18:59:29,3.17,113.03,77.0,100,90,1.12
522,Shiyan,CN,2020-05-08 18:59:29,32.65,110.78,65.19,83,64,6.29
523,Olafsvik,IS,2020-05-08 18:59:29,64.89,-23.71,38.64,68,0,9.86
524,Mwinilunga,ZM,2020-05-08 18:59:30,-11.74,24.43,62.89,78,0,4.23
525,Acopiara,BR,2020-05-08 18:59:30,-6.1,-39.45,83.97,73,3,2.3
526,Sedalia,US,2020-05-08 18:59:30,38.7,-93.23,57.2,41,1,20.8
527,Hermosillo,MX,2020-05-08 18:58:51,29.07,-110.97,100.4,18,20,14.99
528,Margate,GB,2020-05-08 18:59:30,51.38,1.39,64.0,45,46,6.93
529,Nyzy,UA,2020-05-08 18:59:30,50.78,34.78,46.71,91,15,3.0
530,Dinghai,CN,2020-05-08 18:59:30,26.28,119.79,78.8,88,100,4.47
531,Tres Barras,BR,2020-05-08 18:59:30,-26.11,-50.32,68.11,32,0,2.53
532,Lanxi,CN,2020-05-08 18:59:30,29.22,119.48,74.91,91,31,0.76
533,Madimba,TZ,2020-05-08 18:59:31,-10.4,40.33,77.0,83,100,13.87
534,Gahanna,US,2020-05-08 18:59:31,40.02,-82.88,46.99,65,90,14.99
535,Mayor Pablo Lagerenza,PY,2020-05-08 18:59:31,-19.93,-60.77,76.96,21,0,5.48
536,Sibolga,ID,2020-05-08 18:59:31,1.74,98.78,78.46,82,100,2.37
537,Garmsar,IR,2020-05-08 18:59:31,35.22,52.34,73.98,28,0,7.07
538,Chino Valley,US,2020-05-08 18:58:04,34.76,-112.45,82.99,13,1,3.36
539,Esso,RU,2020-05-08 18:59:31,55.93,158.7,22.87,90,100,4.0
540,Yarega,RU,2020-05-08 18:59:31,63.44,53.58,42.57,91,100,4.45
541,Taloqan,AF,2020-05-08 18:59:31,36.74,69.53,69.71,50,100,14.72
542,Zhigansk,RU,2020-05-08 18:59:31,66.77,123.37,15.98,95,100,16.28
543,Okha,RU,2020-05-08 18:59:31,53.57,142.95,31.98,98,100,9.48
544,Laredo,US,2020-05-08 18:54:32,27.51,-99.51,91.4,46,1,10.29
545,Desnogorsk,RU,2020-05-08 18:59:31,54.15,33.28,44.19,72,87,4.85
546,Kaifeng,CN,2020-05-08 18:59:32,34.79,114.35,57.2,82,75,11.18
547,Maniitsoq,GL,2020-05-08 18:59:32,65.42,-52.9,38.66,75,100,8.19
548,Los Llanos De Aridane,ES,2020-05-08 18:56:46,28.66,-17.92,71.6,68,75,3.36
549,Bogdanci,MK,2020-05-08 18:59:32,41.2,22.58,66.0,69,100,3.4
550,Mayna,RU,2020-05-08 18:59:32,54.11,47.62,58.06,90,96,1.23
551,Kapustin Yar,RU,2020-05-08 18:59:32,48.58,45.74,57.47,76,100,8.57
552,Kurtamysh,RU,2020-05-08 18:59:32,54.91,64.43,59.76,46,0,6.96
553,Yola,NG,2020-05-08 18:59:32,9.2,12.48,93.34,38,78,2.91
554,Jinchang,CN,2020-05-08 18:59:32,38.5,102.17,50.52,38,89,10.58
555,Hervey Bay,AU,2020-05-08 18:59:32,-25.3,152.85,64.0,82,43,4.0
556,Nadym,RU,2020-05-08 18:59:32,65.53,72.52,53.11,84,100,19.93
557,Cockburn Town,TC,2020-05-08 18:58:15,21.46,-71.14,81.1,83,98,11.1
558,Catamarca,AR,2020-05-08 18:59:33,-28.47,-65.79,77.0,56,0,1.01
559,Straumen,NO,2020-05-08 18:59:33,63.87,11.3,42.8,84,75,10.29
560,Poum,NC,2020-05-08 18:59:33,-20.23,164.02,73.53,73,0,10.87
561,Tezu,IN,2020-05-08 18:59:33,27.92,96.17,69.26,52,5,4.18
562,Kieta,PG,2020-05-08 18:59:33,-6.22,155.63,78.69,77,51,3.27
563,San Borja,BO,2020-05-08 18:59:33,-14.82,-66.85,79.54,43,90,2.73
564,Mantua,IT,2020-05-08 18:59:33,45.17,10.78,71.01,59,10,1.99
565,Breves,BR,2020-05-08 18:59:33,-1.68,-50.48,85.37,76,100,3.71
566,Maragogi,BR,2020-05-08 18:59:33,-9.01,-35.22,81.25,74,100,7.0
567,Olinda,BR,2020-05-08 18:59:33,-8.01,-34.86,84.2,70,40,11.41
