City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
491,Partizanskoye,RU,58.19,broken clouds,55.5,94.39,Uyut
492,Yashkul,RU,52.03,few clouds,46.17,45.34,
493,Dharchula,IN,57.42,broken clouds,29.85,80.53,Mahara Hotel
494,Beloha,MG,64.09,clear sky,-25.17,45.05,
497,Manavalakurichi,IN,80.6,mist,8.13,77.3,Udaya Boys Hostel
499,Tual,ID,83.14,overcast clouds,-5.67,132.75,Grand Vilia Hotel
500,Douglas,US,54.0,clear sky,41.3,-96.17,Hilton Garden Inn Omaha West
501,Bentiu,SS,83.79,scattered clouds,9.23,29.83,Mandela hôtel
502,Casas Grandes,MX,80.92,broken clouds,30.37,-107.95,PUEBLO DEL SOuL
504,Loreto,MX,76.26,scattered clouds,22.27,-101.97,Loretour
506,Parapotamos,GR,57.99,scattered clouds,39.55,20.32,Σπίτι στο χωριό με θέα
509,Candolim,IN,81.05,overcast clouds,15.52,73.76,Resort Terra Paraiso
510,Guhagar,IN,79.61,few clouds,17.48,73.19,Hotel Seawinds
511,Yenisehir,TR,51.8,overcast clouds,40.26,29.65,Öncü Sosyal Tesisleri
512,Bara,NG,84.6,clear sky,10.37,10.73,
514,Jamnagar,IN,78.96,clear sky,22.47,70.07,Hotel Aram
515,Puerto Ayacucho,VE,81.46,overcast clouds,5.66,-67.62,Posada Turistica Manapiare
516,Phichit,TH,84.2,few clouds,16.25,100.42,Rom Makham Homestay
522,Bowen,AU,75.0,clear sky,-20.02,148.23,Castle Motor Lodge Motel
523,Latung,PH,84.06,overcast clouds,5.5,120.88,
524,Koungou,YT,80.6,scattered clouds,-12.73,45.2,Villa Netibor
525,Sur,OM,84.76,clear sky,22.57,59.53,Sur Plaza Hotel
527,San Vicente,AR,66.76,clear sky,-26.62,-54.13,Complejo Turístico Farelluk
528,Longonjo,AO,61.45,overcast clouds,-12.91,15.25,
529,Arkadelphia,US,71.6,broken clouds,34.12,-93.05,COLLEGE INN MOTEL
530,Sabha,LY,81.32,scattered clouds,27.04,14.43,محطة ام الارانب -سبها مواصلات
531,Russkaya Polyana,UA,50.88,clear sky,49.42,31.92,
532,Derzhavinsk,KZ,62.58,clear sky,51.1,66.32,Ooo.khim Baza
535,Bamiantong,CN,54.37,broken clouds,44.93,130.53,Dehuiyuan Leisure Resort
536,Chokwe,MZ,61.3,clear sky,-24.53,32.98,Complexo Sonho Real
537,Flinders,AU,61.0,clear sky,-34.58,150.86,Shellharbour Resort & Conference Centre
538,Biltine,TD,82.35,clear sky,14.53,20.92,Hôtel Trois Étoiles de Biltine
539,Namatanai,PG,86.38,broken clouds,-3.67,152.43,Namatanai Hotel
540,Tuatapere,NZ,56.17,overcast clouds,-46.13,167.68,Tom Cruse Refreshment Company
542,Mozarlandia,BR,73.62,few clouds,-14.74,-50.57,Hotel Santa Mônica
543,Santa Rosalia,MX,81.54,scattered clouds,27.32,-112.28,Hotel Las Casitas Santa Rosalia
547,Richards Bay,ZA,63.57,clear sky,-28.78,32.04,BON Hotel Waterfront Richards Bay
548,Lazaro Cardenas,MX,82.98,clear sky,17.96,-102.2,Hotel Quinta Antigua
549,Wasilla,US,68.0,clear sky,61.58,-149.44,Alaska's Select Inn Wasilla
550,Lalmohan,BD,84.51,clear sky,22.34,90.74,Sundorbon courier service
551,Inhambane,MZ,68.7,scattered clouds,-23.86,35.38,MHL Turismo SA
552,San Policarpo,PH,84.09,overcast clouds,12.18,125.51,Zal-Ann Beach Resort
554,Shimoda,JP,69.8,broken clouds,34.67,138.95,Hotel Izukyu
555,Kibre Mengist,ET,58.48,overcast clouds,5.88,38.98,Selam Ber Hotel (Tsehay Faris)
556,Kolondieba,ML,82.87,overcast clouds,11.09,-6.89,Hotel Dakan
