City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain (1hr),Snow (1hr)
229,Beringovskiy,RU,2020-05-11 00:12:10,63.05,179.32,32.99,96,61,9.31,broken clouds,0.0,0.0
230,Sydney,AU,2020-05-11 00:11:28,-33.87,151.21,60.01,41,0,8.05,clear sky,0.0,0.0
231,Galle,LK,2020-05-11 00:11:43,6.04,80.22,81.59,76,100,1.14,overcast clouds,0.0,0.0
232,Beisfjord,NO,2020-05-11 00:15:26,68.38,17.6,32.0,91,91,12.75,overcast clouds,0.0,0.0
233,Babayurt,RU,2020-05-11 00:15:26,43.6,46.78,45.52,91,27,8.1,scattered clouds,0.0,0.0
234,Berezovyy,RU,2020-05-11 00:15:27,51.67,135.7,48.99,71,100,6.2,overcast clouds,0.0,0.0
235,Ucluelet,CA,2020-05-11 00:15:27,48.93,-125.55,73.99,40,75,3.36,broken clouds,0.0,0.0
236,Penco,CL,2020-05-11 00:15:27,-36.73,-72.98,55.4,93,52,5.82,broken clouds,0.0,0.0
237,Pundaguitan,PH,2020-05-11 00:15:27,6.37,126.17,83.89,74,79,3.47,light rain,0.59,0.0
238,Burnie,AU,2020-05-11 00:15:27,-41.07,145.92,60.01,69,63,1.99,light rain,0.14,0.0
239,Saint-Augustin,CA,2020-05-11 00:15:27,51.23,-58.65,37.56,86,100,15.82,light rain,0.12,0.0
240,Qandala,SO,2020-05-11 00:15:27,11.47,49.87,87.22,55,85,1.34,overcast clouds,0.0,0.0
241,Andenes,NO,2020-05-11 00:15:27,69.31,16.12,35.6,74,83,13.87,light snow,0.0,0.33
242,Naryan-Mar,RU,2020-05-11 00:15:27,67.67,53.09,29.23,99,66,5.28,broken clouds,0.0,0.0
243,Orlik,RU,2020-05-11 00:15:27,52.52,99.83,46.83,65,91,3.76,overcast clouds,0.0,0.0
244,Banjar,ID,2020-05-11 00:15:27,-8.19,114.97,78.8,100,20,2.24,few clouds,0.0,0.0
245,Goure,NE,2020-05-11 00:15:28,13.98,10.27,82.45,14,18,5.99,few clouds,0.0,0.0
246,Malpe,IN,2020-05-11 00:15:28,13.35,74.72,83.37,81,99,2.17,overcast clouds,0.0,0.0
247,Razole,IN,2020-05-11 00:15:28,16.48,81.83,81.1,89,20,5.14,few clouds,0.0,0.0
248,Bathsheba,BB,2020-05-11 00:15:28,13.22,-59.52,80.6,74,40,17.22,light intensity shower rain,0.0,0.0
249,Eyl,SO,2020-05-11 00:15:28,7.98,49.82,82.8,77,67,7.81,broken clouds,0.0,0.0
250,Moindou,NC,2020-05-11 00:15:28,-21.69,165.68,78.8,57,6,3.36,clear sky,0.0,0.0
251,Kysyl-Syr,RU,2020-05-11 00:12:08,63.9,122.76,31.91,93,12,9.1,few clouds,0.0,0.0
252,Sambava,MG,2020-05-11 00:15:28,-14.27,50.17,73.8,81,69,12.86,broken clouds,0.0,0.0
253,Butembo,CD,2020-05-11 00:15:28,0.15,29.28,57.79,99,86,3.11,overcast clouds,0.0,0.0
254,Totolapan,MX,2020-05-11 00:15:28,18.52,-96.18,82.4,69,40,17.22,scattered clouds,0.0,0.0
255,Dunedin,NZ,2020-05-11 00:13:33,-45.87,170.5,51.01,87,66,3.0,broken clouds,0.0,0.0
256,Isangel,VU,2020-05-11 00:15:29,-19.55,169.27,77.0,69,40,8.3,scattered clouds,0.0,0.0
257,Salvador,SV,2020-05-11 00:15:29,13.83,-88.92,87.8,74,40,11.41,scattered clouds,0.0,0.0
258,Thinadhoo,MV,2020-05-11 00:15:29,0.53,72.93,85.53,76,99,14.07,light rain,0.17,0.0
259,Provideniya,RU,2020-05-11 00:15:29,64.38,-173.3,36.7,89,100,9.69,overcast clouds,0.0,0.0
260,Kardymovo,RU,2020-05-11 00:15:29,54.89,32.43,43.97,69,5,1.66,clear sky,0.0,0.0
261,Takoradi,GH,2020-05-11 00:15:29,4.88,-1.76,78.3,86,100,4.21,moderate rain,2.47,0.0
262,Sarangani,PH,2020-05-11 00:15:29,5.4,125.46,84.67,73,100,5.55,overcast clouds,0.0,0.0
263,Kupang,ID,2020-05-11 00:15:29,-10.17,123.58,82.4,69,20,9.17,few clouds,0.0,0.0
264,Lincoln,US,2020-05-11 00:10:41,40.8,-96.67,55.0,35,2,5.99,clear sky,0.0,0.0
265,Russell,US,2020-05-11 00:15:30,32.35,-85.2,77.0,59,1,3.36,clear sky,0.0,0.0
266,Kagoro,NG,2020-05-11 00:15:30,9.6,8.38,70.07,87,53,2.44,light rain,0.21,0.0
267,Carmelo,UY,2020-05-11 00:15:30,-33.99,-58.29,72.0,68,21,4.7,few clouds,0.0,0.0
268,Uvalde,US,2020-05-11 00:15:30,29.37,-99.77,82.99,32,1,9.17,clear sky,0.0,0.0
269,Champerico,GT,2020-05-11 00:15:30,14.3,-91.92,91.4,66,20,11.41,thunderstorm,0.0,0.0
270,Lethem,GY,2020-05-11 00:15:30,3.38,-59.8,82.99,66,80,12.24,broken clouds,0.0,0.0
271,Souillac,MU,2020-05-11 00:15:30,-20.52,57.52,71.6,56,40,9.17,scattered clouds,0.0,0.0
272,Caluquembe,AO,2020-05-11 00:15:30,-13.78,14.68,57.78,69,98,1.36,overcast clouds,0.0,0.0
273,La Ronge,CA,2020-05-11 00:15:30,55.1,-105.28,41.0,23,20,5.82,few clouds,0.0,0.0
274,Coquimbo,CL,2020-05-11 00:15:30,-29.95,-71.34,55.4,87,0,5.82,clear sky,0.0,0.0
275,Matagami,CA,2020-05-11 00:15:31,49.75,-77.63,24.8,79,90,26.4,light snow,0.0,0.0
276,Ofunato,JP,2020-05-11 00:15:31,39.07,141.72,64.4,63,40,10.29,shower rain,0.0,0.0
277,Saint George,US,2020-05-11 00:13:32,37.1,-113.58,90.0,18,1,17.22,clear sky,0.0,0.0
278,Xianshuigu,CN,2020-05-11 00:15:31,38.98,117.38,66.2,17,91,6.71,overcast clouds,0.0,0.0
279,Diffa,NE,2020-05-11 00:15:31,13.32,12.61,82.71,13,0,7.36,clear sky,0.0,0.0
280,Rosetta,EG,2020-05-11 00:15:31,31.4,30.42,59.0,93,0,2.24,clear sky,0.0,0.0
281,Nome,US,2020-05-11 00:15:31,64.5,-165.41,57.0,53,90,6.93,overcast clouds,0.0,0.0
282,Sao Joao Da Barra,BR,2020-05-11 00:15:31,-21.64,-41.05,70.21,68,0,9.8,clear sky,0.0,0.0
283,Luderitz,NA,2020-05-11 00:15:31,-26.65,15.16,73.4,31,0,4.7,clear sky,0.0,0.0
284,Comodoro Rivadavia,AR,2020-05-11 00:15:01,-45.87,-67.5,51.8,71,40,6.93,scattered clouds,0.0,0.0
285,Great Falls,US,2020-05-11 00:14:12,47.5,-111.3,48.2,45,90,12.75,overcast clouds,0.0,0.0
286,Coihaique,CL,2020-05-11 00:15:32,-45.58,-72.07,41.0,80,40,2.24,scattered clouds,0.0,0.0
287,Zambezi,ZM,2020-05-11 00:15:32,-13.54,23.1,59.11,76,84,4.83,broken clouds,0.0,0.0
288,Airai,TL,2020-05-11 00:15:32,-8.93,125.41,66.42,82,17,4.03,few clouds,0.0,0.0
289,Cassilandia,BR,2020-05-11 00:12:20,-19.11,-51.73,66.56,87,0,5.21,clear sky,0.0,0.0
290,Poum,NC,2020-05-11 00:15:32,-20.23,164.02,74.93,71,12,4.45,light rain,0.21,0.0
291,Camana,PE,2020-05-11 00:15:32,-16.62,-72.71,66.65,78,78,5.41,broken clouds,0.0,0.0
292,Lingyuan,CN,2020-05-11 00:15:32,41.24,119.4,60.89,28,3,16.93,clear sky,0.0,0.0
293,Stawell,AU,2020-05-11 00:15:33,-37.05,142.77,50.83,79,0,6.91,clear sky,0.0,0.0
294,Nantucket,US,2020-05-11 00:15:08,41.28,-70.1,48.99,49,1,29.97,clear sky,0.0,0.0
295,Morgan City,US,2020-05-11 00:15:33,29.7,-91.21,78.8,47,1,8.05,clear sky,0.0,0.0
296,Ancud,CL,2020-05-11 00:15:33,-41.87,-73.82,52.0,87,75,6.93,broken clouds,0.0,0.0
297,Gbarnga,LR,2020-05-11 00:15:33,7.0,-9.47,74.25,94,99,3.85,overcast clouds,0.0,0.0
298,Neftekamsk,RU,2020-05-11 00:15:33,56.09,54.27,54.01,71,100,5.14,overcast clouds,0.0,0.0
299,Henties Bay,NA,2020-05-11 00:15:33,-22.12,14.28,69.93,47,19,5.08,few clouds,0.0,0.0
300,Guerrero Negro,MX,2020-05-11 00:15:33,27.98,-114.06,68.31,66,64,18.25,broken clouds,0.0,0.0
301,Cockburn Town,TC,2020-05-11 00:10:45,21.46,-71.14,80.8,79,49,25.43,scattered clouds,0.0,0.0
302,Grand-Santi,GF,2020-05-11 00:15:34,4.25,-54.38,74.71,97,99,2.91,light rain,0.21,0.0
303,Mikhaylovka,RU,2020-05-11 00:12:06,50.06,43.24,50.0,91,97,5.99,light rain,0.92,0.0
304,Sao Pedro Da Cadeira,PT,2020-05-11 00:15:34,39.07,-9.37,62.01,79,92,10.0,moderate rain,1.42,0.0
305,Northam,GB,2020-05-11 00:15:34,51.03,-4.22,45.0,64,70,18.99,broken clouds,0.0,0.0
306,Pointe Michel,DM,2020-05-11 00:15:34,15.25,-61.38,80.6,74,40,10.29,scattered clouds,0.0,0.0
307,Banda Aceh,ID,2020-05-11 00:15:34,5.56,95.32,79.56,83,100,7.16,moderate rain,1.08,0.0
308,Virginia Beach,US,2020-05-11 00:13:34,36.85,-75.98,62.01,55,1,11.41,clear sky,0.0,0.0
309,Katyuzhanka,UA,2020-05-11 00:15:34,50.81,30.14,50.0,76,1,2.24,clear sky,0.0,0.0
310,Ewa Beach,US,2020-05-11 00:15:34,21.32,-158.01,84.2,45,20,14.99,few clouds,0.0,0.0
311,Pestyaki,RU,2020-05-11 00:15:34,56.71,42.67,43.47,95,31,2.51,scattered clouds,0.0,0.0
312,Padang,ID,2020-05-11 00:15:35,-0.95,100.35,79.36,77,100,3.29,overcast clouds,0.0,0.0
313,Jieshi,CN,2020-05-11 00:15:35,22.81,115.83,79.38,83,52,14.36,light rain,0.16,0.0
314,Katsuura,JP,2020-05-11 00:15:35,35.13,140.3,77.0,88,75,6.93,broken clouds,0.0,0.0
315,Yinchuan,CN,2020-05-11 00:15:35,38.47,106.27,55.99,29,0,10.74,clear sky,0.0,0.0
316,Puerto Escondido,MX,2020-05-11 00:15:35,15.85,-97.07,86.0,79,20,6.93,few clouds,0.0,0.0
317,Talas,TR,2020-05-11 00:15:35,38.69,35.55,42.8,81,3,4.7,clear sky,0.0,0.0
318,Luza,RU,2020-05-11 00:15:35,60.63,47.25,50.4,92,100,5.06,light rain,0.97,0.0
319,Ambon,ID,2020-05-11 00:15:35,-3.7,128.18,84.99,92,100,1.01,light rain,0.18,0.0
320,Odiongan,PH,2020-05-11 00:15:35,12.4,121.99,85.77,67,100,4.94,overcast clouds,0.0,0.0
321,Waingapu,ID,2020-05-11 00:15:35,-9.66,120.26,80.82,74,13,13.71,few clouds,0.0,0.0
322,Vanimo,PG,2020-05-11 00:15:35,-2.67,141.3,84.81,75,86,2.35,light rain,0.8,0.0
323,Progreso,MX,2020-05-11 00:15:35,21.28,-89.67,86.0,58,20,13.87,few clouds,0.0,0.0
324,Senneterre,CA,2020-05-11 00:15:36,48.38,-77.23,30.2,80,90,10.29,light snow,0.0,0.0
325,Chimbote,PE,2020-05-11 00:15:36,-9.09,-78.58,67.87,85,30,7.47,scattered clouds,0.0,0.0
326,Insar,RU,2020-05-11 00:15:36,53.87,44.37,43.95,94,5,6.58,clear sky,0.0,0.0
327,Pionerskiy,RU,2020-05-11 00:15:36,54.95,20.23,57.2,71,100,8.95,light rain,0.18,0.0
328,Toora-Khem,RU,2020-05-11 00:15:36,52.47,96.11,51.49,53,7,1.92,clear sky,0.0,0.0
329,Prachuap Khiri Khan,TH,2020-05-11 00:15:36,11.82,99.78,82.98,73,100,2.53,overcast clouds,0.0,0.0
330,Saint Paul,US,2020-05-11 00:13:18,44.94,-93.09,48.2,39,90,13.87,overcast clouds,0.0,0.0
331,Huntington,US,2020-05-11 00:15:26,38.42,-82.45,57.99,62,1,5.82,clear sky,0.0,0.0
332,Port Hardy,CA,2020-05-11 00:15:29,50.7,-127.42,75.2,33,40,4.7,scattered clouds,0.0,0.0
333,Ibra,OM,2020-05-11 00:15:36,22.69,58.53,76.98,34,0,0.65,clear sky,0.0,0.0
334,Matara,LK,2020-05-11 00:15:36,5.95,80.54,80.15,81,100,2.04,overcast clouds,0.0,0.0
335,Sangar,RU,2020-05-11 00:15:37,63.92,127.47,35.02,86,89,6.11,overcast clouds,0.0,0.0
336,Erenhot,CN,2020-05-11 00:15:37,43.65,111.98,53.1,40,53,25.43,broken clouds,0.0,0.0
337,Hamilton,US,2020-05-11 00:15:37,39.18,-84.53,55.4,47,75,10.29,broken clouds,0.0,0.0
338,Bajil,YE,2020-05-11 00:15:37,15.06,43.29,89.85,41,0,1.03,clear sky,0.0,0.0
339,Pangkalanbuun,ID,2020-05-11 00:15:37,-2.68,111.62,79.88,86,46,2.93,scattered clouds,0.0,0.0
340,Itarema,BR,2020-05-11 00:15:37,-2.92,-39.92,76.26,88,100,10.11,overcast clouds,0.0,0.0
341,Antsohihy,MG,2020-05-11 00:15:37,-14.88,47.99,73.56,66,8,8.25,clear sky,0.0,0.0
342,Zonguldak,TR,2020-05-11 00:15:37,41.25,31.83,48.79,71,0,4.94,clear sky,0.0,0.0
343,Englewood,US,2020-05-11 00:15:37,39.65,-104.99,64.99,27,40,3.36,scattered clouds,0.0,0.0
344,Sergeyevka,KZ,2020-05-11 00:15:38,53.88,67.42,61.03,81,26,4.76,scattered clouds,0.0,0.0
345,Ranong,TH,2020-05-11 00:15:39,9.97,98.63,78.8,100,20,2.24,few clouds,0.0,0.0
346,Gornopravdinsk,RU,2020-05-11 00:15:39,60.05,69.9,60.26,64,100,2.95,overcast clouds,0.0,0.0
347,Noumea,NC,2020-05-11 00:13:52,-22.28,166.46,78.8,57,15,3.36,few clouds,0.0,0.0
348,Westport,US,2020-05-11 00:15:39,41.14,-73.36,60.01,54,1,12.75,clear sky,0.0,0.0
349,Avallon,FR,2020-05-11 00:15:39,47.48,3.9,57.99,92,100,6.93,light rain,0.26,0.0
350,Mangai,CD,2020-05-11 00:15:39,-4.05,19.53,69.73,98,86,2.04,overcast clouds,0.0,0.0
351,Lakes Entrance,AU,2020-05-11 00:15:39,-37.88,147.98,57.99,71,0,1.01,clear sky,0.0,0.0
352,Sal Rei,CV,2020-05-11 00:15:39,16.18,-22.92,71.6,78,75,13.87,broken clouds,0.0,0.0
353,Muros,ES,2020-05-11 00:15:40,42.78,-9.06,53.01,92,7,7.9,clear sky,0.0,0.0
354,Atar,MR,2020-05-11 00:15:40,20.52,-13.05,83.68,18,20,8.72,few clouds,0.0,0.0
355,Raudeberg,NO,2020-05-11 00:15:40,61.99,5.14,36.0,88,37,13.51,scattered clouds,0.0,0.0
356,Chenove,FR,2020-05-11 00:15:40,47.29,5.0,59.0,100,100,3.36,light rain,0.0,0.0
357,Bondoukou,CI,2020-05-11 00:15:40,8.03,-2.8,73.8,95,94,6.17,moderate rain,2.78,0.0
358,Georgiyevka,KZ,2020-05-11 00:15:40,43.04,74.71,57.2,71,0,6.71,clear sky,0.0,0.0
359,Arlit,NE,2020-05-11 00:15:40,18.74,7.39,88.39,10,20,10.54,few clouds,0.0,0.0
360,Viedma,AR,2020-05-11 00:13:11,-40.81,-63.0,58.78,40,6,13.49,clear sky,0.0,0.0
361,Waipawa,NZ,2020-05-11 00:15:41,-41.41,175.52,64.4,68,92,14.99,overcast clouds,0.0,0.0
362,Bondo,CD,2020-05-11 00:15:41,3.81,23.69,70.43,93,82,0.38,broken clouds,0.0,0.0
363,Ayan,RU,2020-05-11 00:15:41,56.45,138.17,35.11,86,82,11.59,broken clouds,0.0,0.0
364,Badvel,IN,2020-05-11 00:15:41,14.75,79.05,78.6,80,4,2.62,clear sky,0.0,0.0
365,Cabra,ES,2020-05-11 00:15:41,37.47,-4.44,57.0,78,89,3.0,overcast clouds,0.0,0.0
366,Salalah,OM,2020-05-11 00:15:41,17.02,54.09,84.2,79,20,3.36,few clouds,0.0,0.0
367,Yulara,AU,2020-05-11 00:15:41,-25.24,130.99,53.6,39,93,9.17,overcast clouds,0.0,0.0
368,Nemuro,JP,2020-05-11 00:14:05,43.32,145.57,59.0,67,40,9.17,scattered clouds,0.0,0.0
369,Leningradskiy,RU,2020-05-11 00:15:41,69.38,178.42,35.74,94,100,14.58,overcast clouds,0.0,0.0
370,Belaya Gora,RU,2020-05-11 00:12:10,68.53,146.42,32.34,99,100,10.69,light snow,0.0,0.28
371,Fortuna,US,2020-05-11 00:15:41,40.6,-124.16,66.99,77,20,11.41,few clouds,0.0,0.0
372,Claveria,PH,2020-05-11 00:15:42,18.61,121.08,85.06,66,0,6.04,clear sky,0.0,0.0
373,Sarakhs,IR,2020-05-11 00:15:42,36.54,61.16,69.8,56,0,2.24,clear sky,0.0,0.0
374,Mombetsu,JP,2020-05-11 00:15:42,44.35,143.35,48.99,84,85,1.99,overcast clouds,0.0,0.0
375,Villazon,BO,2020-05-11 00:15:42,-22.09,-65.59,59.16,26,52,6.49,broken clouds,0.0,0.0
376,Camacha,PT,2020-05-11 00:15:42,33.08,-16.33,66.2,82,20,18.34,few clouds,0.0,0.0
377,Mersing,MY,2020-05-11 00:15:42,2.43,103.84,75.2,100,100,3.36,overcast clouds,0.0,0.0
378,Panguipulli,CL,2020-05-11 00:15:42,-39.63,-72.33,50.0,93,40,3.36,scattered clouds,0.0,0.0
379,Mogoytuy,RU,2020-05-11 00:15:42,51.28,114.92,44.91,53,44,23.29,scattered clouds,0.0,0.0
380,Nha Trang,VN,2020-05-11 00:15:42,12.25,109.18,84.2,79,20,4.7,few clouds,0.0,0.0
381,Saint-Francois,FR,2020-05-11 00:15:43,46.42,3.91,59.0,82,100,2.24,light rain,0.0,0.0
382,Moron,AR,2020-05-11 00:15:43,-34.65,-58.62,72.0,64,26,6.93,scattered clouds,0.0,0.0
383,Deder,ET,2020-05-11 00:15:43,9.32,41.45,57.96,86,18,3.47,few clouds,0.0,0.0
384,Ontario,US,2020-05-11 00:15:43,34.06,-117.65,81.0,42,20,14.99,few clouds,0.0,0.0
385,Abu Samrah,SY,2020-05-11 00:15:43,35.3,37.18,59.25,57,0,4.56,clear sky,0.0,0.0
386,Ayr,GB,2020-05-11 00:15:43,55.46,-4.63,35.6,69,20,4.7,few clouds,0.0,0.0
387,Impfondo,CG,2020-05-11 00:15:43,1.64,18.07,72.55,96,92,3.71,overcast clouds,0.0,0.0
388,Grenville,GD,2020-05-11 00:15:44,12.12,-61.62,82.4,74,20,11.41,few clouds,0.0,0.0
389,Mantua,IT,2020-05-11 00:15:44,45.17,10.78,64.0,81,96,8.99,overcast clouds,0.0,0.0
390,Koumra,TD,2020-05-11 00:15:44,8.91,17.55,83.25,54,39,7.65,scattered clouds,0.0,0.0
391,Srednekolymsk,RU,2020-05-11 00:15:44,67.45,153.68,37.02,92,67,10.16,broken clouds,0.0,0.0
392,Narsaq,GL,2020-05-11 00:15:44,60.92,-46.05,48.2,57,60,4.7,broken clouds,0.0,0.0
393,Udachnyy,RU,2020-05-11 00:15:44,66.42,112.4,26.6,73,90,11.18,overcast clouds,0.0,0.0
394,Balkanabat,TM,2020-05-11 00:15:44,39.51,54.37,65.1,71,8,14.34,clear sky,0.0,0.0
395,Port Hedland,AU,2020-05-11 00:15:06,-20.32,118.57,77.0,20,100,6.93,overcast clouds,0.0,0.0
396,Yar-Sale,RU,2020-05-11 00:15:44,66.83,70.83,32.95,97,100,4.65,overcast clouds,0.0,0.0
397,Kloulklubed,PW,2020-05-11 00:15:45,7.04,134.26,80.6,88,75,3.36,broken clouds,0.0,0.0
398,Micheweni,TZ,2020-05-11 00:15:45,-4.97,39.83,80.53,75,100,15.03,overcast clouds,0.0,0.0
399,Kaihua,CN,2020-05-11 00:15:45,23.37,104.28,71.46,72,7,3.56,clear sky,0.0,0.0
400,Shingu,JP,2020-05-11 00:15:45,33.73,135.98,68.0,77,40,13.87,scattered clouds,0.0,0.0
401,Umarga,IN,2020-05-11 00:15:45,17.83,76.62,81.07,40,31,5.86,scattered clouds,0.0,0.0
402,Marmaris,TR,2020-05-11 00:15:45,36.85,28.27,64.4,100,59,3.36,broken clouds,0.0,0.0
403,That Phanom,TH,2020-05-11 00:15:45,16.94,104.71,84.2,70,20,2.24,few clouds,0.0,0.0
404,Chapulhuacan,MX,2020-05-11 00:15:45,21.17,-98.9,67.96,92,68,5.17,light rain,0.74,0.0
405,Campo Largo,BR,2020-05-11 00:15:46,-25.46,-49.53,62.6,67,0,4.7,clear sky,0.0,0.0
406,Endicott,US,2020-05-11 00:15:46,42.1,-76.05,55.99,40,90,5.41,overcast clouds,0.0,0.0
407,Sucua,EC,2020-05-11 00:15:46,-2.47,-78.17,70.34,81,55,1.05,broken clouds,0.0,0.0
408,Thayetmyo,MM,2020-05-11 00:15:46,19.32,95.18,86.4,55,6,2.68,clear sky,0.0,0.0
409,Komsomolskiy,UZ,2020-05-11 00:15:46,40.43,71.72,60.8,67,0,4.7,clear sky,0.0,0.0
410,Gambela,ET,2020-05-11 00:15:46,8.25,34.58,78.3,70,100,4.47,overcast clouds,0.0,0.0
411,Husavik,IS,2020-05-11 00:15:46,66.04,-17.34,42.8,45,8,31.09,clear sky,0.0,0.0
412,Helong,CN,2020-05-11 00:15:46,42.54,129.0,54.19,48,13,20.04,few clouds,0.0,0.0
413,Alofi,NU,2020-05-11 00:15:06,-19.06,-169.92,82.4,83,0,4.7,clear sky,0.0,0.0
414,Tura,IN,2020-05-11 00:15:47,25.52,90.22,76.64,57,31,1.81,scattered clouds,0.0,0.0
415,Tezu,IN,2020-05-11 00:15:47,27.92,96.17,76.8,43,16,3.69,few clouds,0.0,0.0
416,Sorong,ID,2020-05-11 00:15:47,-0.88,131.25,83.68,80,100,11.34,overcast clouds,0.0,0.0
417,Hvide Sande,DK,2020-05-11 00:15:47,56.0,8.13,41.0,82,13,1.99,light rain,0.22,0.0
418,Pacific Grove,US,2020-05-11 00:15:47,36.62,-121.92,66.2,52,1,9.17,clear sky,0.0,0.0
419,Mildura,AU,2020-05-11 00:13:07,-34.2,142.15,50.0,87,0,2.39,clear sky,0.0,0.0
420,Lyuban,BY,2020-05-11 00:15:47,52.8,28.0,48.54,77,27,5.99,scattered clouds,0.0,0.0
421,Victor Harbor,AU,2020-05-11 00:15:47,-35.57,138.62,57.99,81,2,1.01,clear sky,0.0,0.0
422,Ballinasloe,IE,2020-05-11 00:15:47,53.33,-8.22,37.08,76,40,9.57,scattered clouds,0.0,0.0
423,Hay River,CA,2020-05-11 00:15:34,60.82,-115.8,44.6,48,40,12.75,scattered clouds,0.0,0.0
424,Klyuchi,RU,2020-05-11 00:15:48,52.27,79.17,65.44,61,100,8.34,overcast clouds,0.0,0.0
425,Huanren,CN,2020-05-11 00:15:48,41.26,125.37,57.87,34,0,7.31,clear sky,0.0,0.0
426,Sri Aman,MY,2020-05-11 00:15:48,1.24,111.46,77.0,94,83,2.24,broken clouds,0.0,0.0
427,Honiara,SB,2020-05-11 00:15:48,-9.43,159.95,89.6,66,20,4.7,few clouds,0.0,0.0
428,Chomutov,CZ,2020-05-11 00:15:48,50.46,13.42,54.0,93,20,1.12,light intensity shower rain,0.0,0.0
429,Key West,US,2020-05-11 00:15:48,24.56,-81.78,75.2,83,90,10.29,overcast clouds,0.0,0.0
430,Quepos,CR,2020-05-11 00:14:39,9.42,-84.17,77.0,73,90,10.29,overcast clouds,0.0,0.0
431,Am Timan,TD,2020-05-11 00:15:48,11.03,20.28,86.79,33,21,5.01,few clouds,0.0,0.0
432,Mahon,ES,2020-05-11 00:13:23,39.89,4.27,64.4,88,0,12.75,light rain,0.11,0.0
433,Sakakah,SA,2020-05-11 00:15:48,29.97,40.21,69.8,21,0,7.58,clear sky,0.0,0.0
434,Port Lincoln,AU,2020-05-11 00:15:49,-34.73,135.87,56.19,65,49,12.12,scattered clouds,0.0,0.0
435,Seybaplaya,MX,2020-05-11 00:15:49,19.65,-90.67,84.2,66,20,17.22,few clouds,0.0,0.0
436,Karratha,AU,2020-05-11 00:13:10,-20.74,116.85,78.4,25,75,20.89,broken clouds,0.0,0.0
437,Kyshtovka,RU,2020-05-11 00:15:49,56.55,76.63,60.53,66,0,4.76,clear sky,0.0,0.0
438,San Andres,CO,2020-05-11 00:11:25,12.58,-81.7,84.2,79,40,10.29,scattered clouds,0.0,0.0
439,Huilong,CN,2020-05-11 00:15:49,31.81,121.66,69.01,93,0,3.0,clear sky,0.0,0.0
440,Port-Gentil,GA,2020-05-11 00:15:49,-0.72,8.78,77.0,94,40,3.36,scattered clouds,0.0,0.0
441,Goba,ET,2020-05-11 00:15:49,7.02,39.98,51.93,88,82,2.98,broken clouds,0.0,0.0
442,Elbistan,TR,2020-05-11 00:15:49,38.21,37.2,47.23,59,0,1.21,clear sky,0.0,0.0
443,Narathiwat,TH,2020-05-11 00:15:49,6.33,101.75,80.6,88,20,2.24,few clouds,0.0,0.0
444,Harper,LR,2020-05-11 00:15:49,4.38,-7.72,81.72,82,98,11.45,overcast clouds,0.0,0.0
445,Ghanzi,BW,2020-05-11 00:15:50,-21.57,21.78,57.0,42,0,6.6,clear sky,0.0,0.0
446,Kumbo,CM,2020-05-11 00:15:50,6.2,10.67,60.93,90,54,0.98,light rain,0.12,0.0
447,Little Current,CA,2020-05-11 00:15:50,45.98,-81.92,42.01,60,90,16.11,overcast clouds,0.0,0.0
448,Geraldton,AU,2020-05-11 00:15:50,-28.77,114.6,53.6,81,17,5.82,few clouds,0.0,0.0
449,Damietta,EG,2020-05-11 00:15:50,31.42,31.81,66.2,88,0,5.82,clear sky,0.0,0.0
450,Pitea,SE,2020-05-11 00:15:50,65.32,21.48,30.2,74,63,11.41,broken clouds,0.0,0.0
451,Ordzhonikidze,KZ,2020-05-11 00:15:50,52.44,61.74,59.32,72,90,7.7,overcast clouds,0.0,0.0
452,Boshnyakovo,RU,2020-05-11 00:12:10,49.63,142.17,42.33,80,100,6.6,overcast clouds,0.0,0.0
453,Qiongshan,CN,2020-05-11 00:15:50,20.01,110.35,80.6,88,57,4.47,broken clouds,0.0,0.0
454,Alpena,US,2020-05-11 00:15:50,45.06,-83.43,44.6,45,20,9.17,few clouds,0.0,0.0
455,Bambanglipuro,ID,2020-05-11 00:15:51,-7.95,110.28,78.19,89,100,9.4,light rain,0.78,0.0
456,Temirtau,KZ,2020-05-11 00:15:51,50.05,72.95,51.8,87,20,6.71,few clouds,0.0,0.0
457,Kutum,SD,2020-05-11 00:15:51,14.2,24.67,67.59,23,0,7.0,clear sky,0.0,0.0
458,Bardiyah,LY,2020-05-11 00:15:51,31.76,25.09,64.72,65,0,9.19,clear sky,0.0,0.0
459,Kissidougou,GN,2020-05-11 00:15:51,9.18,-10.1,72.37,95,85,2.01,moderate rain,3.35,0.0
460,Pratapgarh,IN,2020-05-11 00:15:52,24.03,74.78,75.58,41,7,3.06,clear sky,0.0,0.0
461,Lakatoro,VU,2020-05-11 00:15:52,-16.1,167.42,78.8,83,75,3.36,light intensity shower rain,0.0,0.0
462,Aklavik,CA,2020-05-11 00:15:52,68.22,-135.01,50.0,46,75,6.93,broken clouds,0.0,0.0
463,Igarka,RU,2020-05-11 00:15:52,67.47,86.58,32.32,95,39,11.83,scattered clouds,0.0,0.0
464,Phanat Nikhom,TH,2020-05-11 00:15:52,13.45,101.18,90.0,74,40,6.93,scattered clouds,0.0,0.0
465,Miles City,US,2020-05-11 00:13:09,46.41,-105.84,46.4,36,75,5.82,broken clouds,0.0,0.0
